appid,name,release_date,developer,publisher,primary_genre,is_indie,price_usd,positive_ratings,negative_ratings,total_ratings,average_playtime_min,median_playtime_min,platforms
101132,Lost Frontier,2021-10-05,Neon Odyssey Studio,EA,Indie,True,5.71,83,30,113,711,438,windows;mac;linux
101133,Dark Reckoning,2023-01-25,Paradox Interactive,Solo Studio,Adventure,False,18.29,51445,21971,73416,935,647,windows;mac;linux
101134,Rusty Horizon,2024-11-14,505 Games,Square Enix,Simulation,False,19.83,1173,526,1699,2861,2065,windows
101135,Crimson Kingdom 2,2018-05-01,Devolver Digital,Raw Fury,Action,False,19.19,1242,35,1277,2059,1511,windows;mac;linux
101136,Void Protocol,2017-10-20,Team17,Annapurna Interactive,Action,False,22.66,2493,577,3070,1717,1066,windows;mac
101137,Void Odyssey,2022-10-01,Private Division,Focus Entertainment,RPG,False,38.29,420,399,819,1147,564,windows
101138,Neon Frontier,2019-10-21,505 Games,505 Games,Strategy,False,24.03,6079,4398,10477,2442,944,windows;mac
101139,Dark Horizon 6,2023-04-22,Broken Requiem Studio,Team17,Action,True,7.09,648,174,822,1428,860,windows;mac
101140,Frozen Protocol,2021-01-15,Indie Collective,Indie Collective,Casual,False,7.24,3823,917,4740,430,156,windows
101141,Broken Sanctuary,2019-06-19,Private Division,Annapurna Interactive,Sports,False,40.15,13300,3602,16902,938,725,windows
101142,Frozen Colony,2013-03-14,Paradox Interactive,EA,Adventure,False,14.98,2090,314,2404,1153,584,windows
101143,Golden Protocol 3,2021-07-06,Private Division,Devolver Digital,Casual,False,10.26,19328,6968,26296,458,138,windows
101144,Void Colony,2019-05-06,Eternal Protocol Studio,Annapurna Interactive,Indie,True,5.07,653,28,681,980,694,windows
101145,Rogue Frontier,2017-04-07,Annapurna Interactive,Ubisoft,Free to Play,False,0.0,968,635,1603,2543,1193,windows;mac;linux
101146,Neon Uprising,2024-09-20,Indie Collective,Ubisoft,Simulation,False,0.0,3542,347,3889,3403,1497,windows
101147,Rogue Colony,2020-07-04,Solo Studio,Focus Entertainment,Strategy,False,35.66,799,664,1463,2342,1571,windows
101148,Ashen Odyssey,2016-01-04,,Indie Collective,Casual,True,4.0,222,217,439,251,85,windows;mac
101149,Iron Protocol 2,2015-06-03,Square Enix,Solo Studio,Adventure,False,24.0,1300,588,1888,1313,652,windows;mac
101150,Lost Requiem,2020-02-26,Rogue Reckoning Studio,Square Enix,Action,True,11.58,1358,38,1396,1717,794,windows;mac
101151,Rogue Kingdom,2024-06-23,Annapurna Interactive,Raw Fury,Adventure,False,17.07,2619,468,3087,1164,357,windows
101152,Iron Kingdom,2008-09-07,Devolver Digital,Square Enix,Action,False,16.62,3755,69,3824,1992,705,windows
101153,Crimson Sanctuary,2016-10-20,Lost Frontier Studio,Indie Collective,Strategy,True,10.46,1457,843,2300,3017,1916,windows;linux
101154,Rogue Protocol,2018-03-19,505 Games,Raw Fury,Adventure,False,23.27,2516,305,2821,658,214,windows;linux
101155,Eternal Horizon,2017-04-19,Frozen Sanctuary Studio,Solo Studio,Action,True,11.04,1726,1159,2885,1312,623,windows
101156,Shadow Requiem,2024-05-06,Paradox Interactive,Raw Fury,Simulation,False,20.44,1435,645,2080,3303,1901,windows;mac;linux
101157,Frozen Uprising,2019-01-13,Lost Sanctuary Studio,Devolver Digital,Action,True,12.7,204,162,366,832,490,windows;mac
101158,Eternal Reckoning,2014-05-14,Crimson Kingdom Studio,Focus Entertainment,Indie,True,3.91,235,32,267,1164,571,windows
101159,Void Chronicles,2013-11-05,Private Division,Raw Fury,Action,False,25.86,9469,1608,11077,2052,668,windows;mac
101160,Dark Sanctuary,2012-07-26,Void Chronicles Studio,Annapurna Interactive,Indie,True,3.63,27,7,34,767,451,windows;mac;linux
101161,Eternal Uprising,2016-11-18,505 Games,Square Enix,Adventure,False,23.38,173,91,264,784,242,windows
101162,Silent Frontier,2016-11-12,Private Division,Devolver Digital,Action,False,13.8,49855,17747,67602,2115,1053,windows
101163,Neon Protocol 2,2008-04-20,Indie Collective,Private Division,Action,False,27.51,69615,2760,72375,2473,1192,windows;linux
101164,Frozen Odyssey,2020-06-05,505 Games,Solo Studio,Simulation,False,27.32,1064,210,1274,2307,1552,windows
101165,Dark Wanderer,2013-12-18,Eternal Odyssey Studio,Square Enix,Action,True,10.82,90,18,108,2366,1782,windows
101166,Eternal Colony,2021-05-18,Team17,Indie Collective,Simulation,False,17.92,19524,11882,31406,2214,709,windows;mac;linux
101167,Ashen Citadel,2025-03-24,Lost Citadel Studio,505 Games,Indie,True,6.37,120,6,126,937,715,windows
101168,Iron Descent,2024-12-24,Paradox Interactive,Annapurna Interactive,Action,False,23.49,1551,585,2136,1558,537,windows
101169,Eternal Sanctuary,2024-05-16,Frozen Horizon Studio,505 Games,Strategy,True,8.9,281,123,404,1629,685,windows
101170,Neon Colony,2018-10-04,Private Division,Square Enix,Strategy,False,17.7,149,59,208,2951,1855,windows
101171,Void Citadel,2009-07-14,EA,505 Games,Casual,False,6.54,1278,151,1429,372,111,windows
101172,Golden Uprising,2010-07-11,Focus Entertainment,Indie Collective,Adventure,False,27.92,10728,879,11607,1212,836,windows;linux
101173,Golden Wanderer,2018-06-03,Dark Uprising Studio,Square Enix,Indie,True,4.43,107,120,227,988,584,windows;linux
101174,Crimson Descent,2019-05-24,Ubisoft,505 Games,RPG,False,34.23,9936,4578,14514,4356,3309,windows
101175,Silent Uprising,2010-09-03,Shadow Citadel Studio,Team17,Indie,True,5.66,423,134,557,878,667,windows;mac;linux
101176,Ashen Colony 1,2022-04-07,Team17,Focus Entertainment,Action,False,36.92,1393,457,1850,1066,595,windows
101177,Crimson Chronicles,2020-01-06,Team17,Valve,Casual,False,12.06,2538,1081,3619,229,73,windows
101178,Ashen Colony,2013-01-10,Valve,Focus Entertainment,RPG,False,24.96,2221,2408,4629,2735,1878,windows;mac
101179,Rusty Protocol,2021-01-24,Devolver Digital,Indie Collective,Action,False,21.92,9328,3526,12854,1595,790,windows
101180,Broken Colony 5,2020-02-10,Private Division,Raw Fury,Action,False,27.52,133,92,225,801,245,windows
101181,Ashen Colony,2014-01-06,Shadow Protocol Studio,Raw Fury,Indie,True,3.53,511,174,685,659,456,windows;mac;linux
101182,Ashen Frontier,2020-04-13,Ashen Frontier Studio,Valve,Casual,True,3.37,823,424,1247,424,192,windows
101183,Silent Citadel,2015-10-22,Square Enix,Private Division,Adventure,False,11.85,7885,2639,10524,1183,910,windows
101184,Shadow Protocol,2020-09-28,Private Division,Focus Entertainment,RPG,False,34.22,1159,171,1330,4367,2785,windows;linux
101185,Eternal Citadel,2023-08-03,Devolver Digital,Valve,Action,False,31.63,1208,487,1695,1466,1159,windows
101186,Broken Requiem,2022-05-02,Raw Fury,Team17,Adventure,False,16.41,1683,377,2060,701,554,windows;mac
101187,Rusty Citadel,2021-03-07,Devolver Digital,Square Enix,Adventure,False,21.0,13806,4693,18499,800,592,windows
101188,Ashen Citadel,2021-06-04,Void Frontier Studio,Focus Entertainment,Indie,True,6.18,533,50,583,622,321,windows
101189,Rogue Reckoning,2020-05-01,Indie Collective,Solo Studio,Simulation,False,32.43,83,2647,2730,2496,1396,windows
101190,Dark Protocol,2024-08-13,Valve,Square Enix,RPG,False,43.94,3206,270,3476,4548,3187,windows;mac
101191,Golden Requiem,2024-02-18,Dark Requiem Studio,Focus Entertainment,RPG,True,11.91,3625,311,3936,4548,3226,windows
101192,Shadow Citadel,2023-01-02,Silent Requiem Studio,Devolver Digital,Action,True,11.02,100,25,125,1809,771,windows;mac
101193,Eternal Protocol,2021-03-04,Eternal Descent Studio,Focus Entertainment,Indie,True,3.59,199,36,235,1154,890,windows;mac
101194,Eternal Sanctuary,2023-02-12,Lost Protocol Studio,Square Enix,Indie,True,4.16,9445,702,10147,1303,873,windows
101195,Shadow Descent,2015-05-05,Silent Colony Studio,Solo Studio,Action,True,11.3,1426,518,1944,2563,811,windows
101196,Broken Descent,2008-05-20,Neon Citadel Studio,505 Games,Racing,True,12.16,248,99,347,1527,1202,windows
101197,Broken Descent,2016-07-22,Private Division,Focus Entertainment,Strategy,False,41.04,27697,9375,37072,3885,1195,windows
101198,Iron Legacy,2021-07-12,Crimson Descent Studio,Team17,Racing,True,11.4,5616,3827,9443,1597,733,windows
101199,Lost Sanctuary,2023-10-20,Frozen Horizon Studio,Focus Entertainment,Indie,True,5.79,213,133,346,686,374,windows
100636,Golden Reckoning,2025-08-10,Annapurna Interactive,505 Games,RPG,False,24.43,1129,229,1358,5209,2876,windows;mac
100683,Rogue Legacy,2023-04-15,Silent Colony Studio,Team17,Indie,True,4.1,9237,1621,10858,788,324,windows;mac
101033,Shadow Chronicles,2011-10-21,Indie Collective,Annapurna Interactive,Simulation,False,30.95,3743,235,3978,3250,2405,windows
100190,Rogue Horizon,2017-11-25,Iron Kingdom Studio,Raw Fury,Adventure,True,6.64,194,62,256,1135,498,windows;linux
101083,Broken Frontier,2022-10-13,EA,Solo Studio,Adventure,False,22.59,31125,7452,38577,716,503,windows
100283,Void Chronicles,2023-09-22,505 Games,Indie Collective,Action,False,25.84,2889,236,3125,2589,1329,windows;mac
100817,Crimson Citadel,2024-11-21,Eternal Odyssey 6 Studio,Team17,Indie,True,5.55,483,2384,2867,241,93,windows;linux
100314,Rogue Citadel,2011-02-12,Broken Reckoning Studio,Valve,Action,True,11.72,436,98,534,1624,722,windows
